AnimalName,animalclass,animalbreed,animalcolour,animalgender,animaldesexed,suburb_name
Felix Chau,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,KILBURN
Pippin,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Tri Colour,F,Y,KILBURN
Mia,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Ruby,F,Y,KILBURN
Bello,Standard - Pension,Maltese,White,M,Y,KILBURN
Llloyd,Standard - Both desexed & microchipped,German Shepherd Dog,Black,M,Y,KILBURN
Stella,AWL/RSPCA 1st Free,Brittany,White,F,Y,KILBURN
Princess,Non-Standard - Concession,Staffordshire Bull Terrier,Brown,F,N,KILBURN
Moseby,Standard - Concession,Dachshund (Miniature),Black,M,Y,KILBURN
Hades,Standard - Both desexed & microchipped,Siberian Husky,Grey,M,Y,KILBURN
Ti,Standard - Both desexed & microchipped,American Staffordshire Terrier,Brindle,M,Y,KILBURN
Poppy,Standard - Both desexed & microchipped,Pomeranian,Cream,F,Y,KILBURN
Jett,Standard - Both desexed & microchipped,Poodle (Standard),Black,M,Y,KILBURN
Diego,Standard - Both desexed & microchipped,Shetland Sheepdog,Tri Colour,M,Y,KILBURN
Yogi,Standard - Both desexed & microchipped,Shetland Sheepdog,Sable,M,Y,KILBURN
Askit,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,Blue,M,N,KILBURN
Tarshma,Non-Standard - Concession,Staffordshire Bull Terrier,Brindle,F,Y,KILBURN
Gremlin,Non-Standard - Concession,Staffordshire Bull Terrier,White,M,N,KILBURN
Titus,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,KILBURN
Memphis,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,KILBURN
Rio,Non-Standard - Not desexed/microchipped,Cavalier King Charles Spaniel,White,M,N,KILBURN
Duchess,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,F,N,KILBURN
Midnight,Non-Standard - Not desexed/microchipped,Border Collie,Black,M,N,ANGLE PARK
Sam (Oliver),Standard - Pension,Cavalier King Charles Spaniel,Ruby,M,Y,ANGLE PARK
Zac (Jack),Standard - Pension,Cavalier King Charles Spaniel,Black,M,Y,ANGLE PARK
Sootie,Non-Standard - Pension,Jack Russell Terrier,Black,F,N,ANGLE PARK
Princess,Non-Standard - Pension,Chihuahua,Black,F,N,ANGLE PARK
Gadget,Standard - Concession,Maltese,Black,M,Y,ANGLE PARK
Mia,Working Dog,Labrador Retriever,Black,F,N,ANGLE PARK
Kadee,Standard - Pension,Staffordshire Bull Terrier,Chocolate,F,Y,ANGLE PARK
Anika,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Tan,F,N,ANGLE PARK
Blade,Standard - Both desexed & microchipped,Bull Terrier,Tan,M,Y,ANGLE PARK
Bonsai,Standard - Both desexed & microchipped,Australian Cattle Dog,Red,F,Y,ANGLE PARK
Chewy,Non-Standard - Pension,Chihuahua,Tan,F,N,ANGLE PARK
Lucky,Non-Standard - Pension,Labrador Retriever,Black,M,Y,ANGLE PARK
Bundy,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,White,M,Y,ANGLE PARK
Moxy,Standard - Pension,Pomeranian,Gold,M,Y,ANGLE PARK
Rosie,Standard - Pension,Bull Terrier,Brindle,F,Y,ANGLE PARK
Fonzie,Non-Standard - Pension,Dobermann,Black,M,Y,ANGLE PARK
Leah,Standard - Pension,Jack Russell Terrier,Grey,F,Y,ANGLE PARK
Bubby,Standard - Pension,Chihuahua,Tan,F,Y,ANGLE PARK
Mona,Non-Standard - Not desexed/microchipped,German Spitz (Mittel & Klein),Ginger,F,N,ANGLE PARK
Coco,Non-Standard - Not desexed/microchipped,Chihuahua,Black,F,N,ANGLE PARK
Stormy,Non-Standard - Not desexed/microchipped,Greyhound,Blue,F,N,ANGLE PARK
Hobo,Standard - Pension,Chihuahua,Black,M,Y,ANGLE PARK
Fetty,Non-Standard - Not desexed/microchipped,Shar Pei,Brown,F,Y,ANGLE PARK
Dexter,Standard - Both desexed & microchipped,Beagle,Black,M,Y,ANGLE PARK
Ginger,Standard - Concession,Staffordshire Bull Terrier,White,F,Y,ANGLE PARK
Jetson Zumba,Standard - Pension,Terrier,White,M,Y,ANGLE PARK
Coco Chanel,Standard - Concession,Jack Russell Terrier,Black,F,Y,ANGLE PARK
Cookie,Standard - Concession,Jack Russell Terrier,Sable,M,Y,ANGLE PARK
Bella,Non-Standard - Concession,Maltese,Caramel,F,N,ANGLE PARK
Ben,Standard - Pension,Jack Russell Terrier,White,M,Y,ANGLE PARK
Spot,Non-Standard - Pension,Australian Cattle Dog,White,M,N,ANGLE PARK
Zuko,Standard - Both desexed & microchipped,American Staffordshire Terrier,White,M,Y,ANGLE PARK
Gizmo,Non-Standard - Not desexed/microchipped,Terrier,Tri Colour,M,N,ANGLE PARK
Medo,Non-Standard - Pension,German Shepherd Dog,Black,M,N,ANGLE PARK
Pinchy,Non-Standard - Concession,Chihuahua,White,F,N,ANGLE PARK
Brax,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,White,M,N,ANGLE PARK
M,Non-Standard - Pension,Maltese,Black,M,N,ANGLE PARK
Foster,Non-Standard - Pension,Terrier,Black,M,N,ANGLE PARK
Buddy,Standard - Concession,Border Collie,Gold,M,Y,ANGLE PARK
Missy,Non-Standard - Pension,Shih Tzu,White,F,Y,ANGLE PARK
Alaska,Standard - Both desexed & microchipped,Siberian Husky,Black,F,Y,ANGLE PARK
Shadow,Standard - Both desexed & microchipped,Siberian Husky,Black,M,Y,ANGLE PARK
Buster,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,ANGLE PARK
Roxy,Standard - Both desexed & microchipped,Pomeranian,Brown,F,Y,ANGLE PARK
Buddy,Standard - Both desexed & microchipped,Maltese,White,M,Y,ANGLE PARK
Harley,Standard - Both desexed & microchipped,Golden Retriever,Cream,M,Y,ANGLE PARK
Ronnie,Non-Standard - Not desexed/microchipped,Shar Pei,Black,M,N,ANGLE PARK
Toby,Standard - Both desexed & microchipped,German Shepherd Dog,Black,M,Y,ANGLE PARK
Cino,Standard - Both desexed & microchipped,Maltese,White,M,Y,ANGLE PARK
Yui,Non-Standard - Concession,Maltese,Tan,F,N,ANGLE PARK
Lucky,Non-Standard - Pension,Maltese,Brown,F,N,ANGLE PARK
Happy,Non-Standard - Pension,Maltese,White,F,N,ANGLE PARK
Dolly,Standard - Pension,Maltese,White,F,Y,ANGLE PARK
Ozzie,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brown,M,N,ANGLE PARK
Lily,Non-Standard - Not desexed/microchipped,Lhasa Apso,Tan,F,N,ANGLE PARK
Rusty,Non-Standard - Pension,Chihuahua (Smooth Coat),Black,M,N,ANGLE PARK
Roxy,Non-Standard - Pension,Maltese,White,F,Y,ANGLE PARK
Pudding,Non-Standard - Not desexed/microchipped,Terrier,Tan,F,Y,ANGLE PARK
Bella,Standard - Pension,Maltese,White,F,Y,ANGLE PARK
Jesse,Non-Standard - Pension,Chihuahua,Brown,F,N,ANGLE PARK
Chase,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,White,M,N,ANGLE PARK
Humphrey,Non-Standard - Concession,American Staffordshire Terrier,White,M,N,ANGLE PARK
Pearl,Non-Standard - Concession,American Staffordshire Terrier,White,F,Y,ANGLE PARK
Tilka,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,ANGLE PARK
Frankie,Standard - Both desexed & microchipped,Jack Russell Terrier,Brown,M,Y,ANGLE PARK
Bella,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,White,F,Y,ANGLE PARK
Bailey,Standard - Both desexed & microchipped,Maltese,White,M,Y,ANGLE PARK
Monty,Standard - Both desexed & microchipped,Poodle (Toy),Brown,M,Y,ANGLE PARK
Billie,Standard - Both desexed & microchipped,Poodle (Toy),Cream,F,Y,ANGLE PARK
Teddy,Non-Standard - Pension,Terrier,Brown,M,N,ANGLE PARK
Chewy,Standard - Both desexed & microchipped,Maltese,Black,M,Y,ANGLE PARK
Leo,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,ANGLE PARK
Muther,Non-Standard - Concession,American Staffordshire Terrier,Red,M,N,ANGLE PARK
Peanut,Non-Standard - Pension,Terrier,Tan,F,Y,ANGLE PARK
Alexi,Non-Standard - Pension,Labrador Retriever,Cream,F,N,ANGLE PARK
Bella,Non-Standard - Pension,German Shepherd Dog,Tan,F,N,ANGLE PARK
Tiny,Non-Standard - Pension,Chihuahua,Fawn,M,N,ANGLE PARK
Precious,Standard - Concession,Chihuahua,Black,F,Y,ANGLE PARK
Sweep,Standard - Both desexed & microchipped,Maltese,White,M,Y,ANGLE PARK
snoopy,Non-Standard - Not desexed/microchipped,Beagle,Tri Colour,M,N,ANGLE PARK
Hunter,Standard - Pension,Rhodesian Ridgeback,Red,M,Y,ANGLE PARK
Harry,Non-Standard - Not desexed/microchipped,Dachshund,Tan,M,Y,ANGLE PARK
Tammyn,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,White,F,Y,ANGLE PARK
Jessica,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,ANGLE PARK
Coco,Standard - Both desexed & microchipped,Shih Tzu,Cream,F,Y,ANGLE PARK
Minnie,Standard - Both desexed & microchipped,Chihuahua,White,F,Y,ANGLE PARK
Chloe,Standard - Both desexed & microchipped,Maltese,Tri Colour,F,Y,ANGLE PARK
Rowdy,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,ANGLE PARK
Kora,Non-Standard - Not desexed/microchipped,Leonberger,Tan,F,N,ANGLE PARK
Jack,Non-Standard - Not desexed/microchipped,Golden Retriever,Gold,M,N,ANGLE PARK
Nina,Standard - Concession,Jack Russell Terrier,White,F,Y,ANGLE PARK
Tiesto,Standard - Both desexed & microchipped,Maltese,White,M,Y,ANGLE PARK
Hope,Non-Standard - Concession,Staffordshire Bull Terrier,White,F,N,ANGLE PARK
Lucy,Standard - Both desexed & microchipped,Jack Russell Terrier,Brown,F,Y,ANGLE PARK
Annabelle,Standard - Both desexed & microchipped,Pug,Fawn,F,Y,ANGLE PARK
George,Standard - Both desexed & microchipped,Pug,Fawn,M,Y,ANGLE PARK
Kahlua,Standard - Both desexed & microchipped,Shetland Sheepdog,Sable,F,Y,ANGLE PARK
Oscar,Standard - Pension,Chihuahua,Tan,M,Y,ANGLE PARK
Ruby,Non-Standard - Not desexed/microchipped,Labrador Retriever,Black,F,N,ANGLE PARK
Na,Non-Standard - Not desexed/microchipped,Miniature Pinscher,Brown,F,N,ANGLE PARK
Nu,Non-Standard - Not desexed/microchipped,Miniature Pinscher,Brown,M,N,ANGLE PARK
Medo,Non-Standard - Not desexed/microchipped,Siberian Husky,Grey,M,N,ANGLE PARK
Banjo,Non-Standard - Pension,Staffordshire Bull Terrier,Brindle,M,Y,ANGLE PARK
Napoleon,Non-Standard - Pension,Maltese,White,M,N,ANGLE PARK
Heston,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,ANGLE PARK
Aria,Standard - Both desexed & microchipped,Golden Retriever,Gold,F,Y,ANGLE PARK
Sam,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,ANGLE PARK
Bella,Non-Standard - Not desexed/microchipped,Pomeranian,Coffee,F,N,ANGLE PARK
Bobo,Non-Standard - Not desexed/microchipped,Pomeranian,White,M,N,ANGLE PARK
Rocky,Non-Standard - Concession,American Staffordshire Terrier,Brindle,M,N,ANGLE PARK
Datou,Standard - Both desexed & microchipped,Maltese,White,M,Y,ANGLE PARK
Bobi,Standard - Both desexed & microchipped,American Staffordshire Terrier,Brindle,M,Y,ANGLE PARK
Buddy Smith,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,ANGLE PARK
milly,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,ANGLE PARK
Prince,Non-Standard - Concession,Siberian Husky,Brown,M,Y,ANGLE PARK
Jezzel,Non-Standard - Concession,Siberian Husky,Black,F,Y,ANGLE PARK
Teddy,Non-Standard - Concession,Pug,Fawn,M,N,ANGLE PARK
Bonnie,Standard - Pension,Cavalier King Charles Spaniel,White,F,Y,ANGLE PARK
Muffin,Non-Standard - Concession,Pug,Black,F,N,ANGLE PARK
Mina,Non-Standard - Concession,Labrador Retriever,Black,F,N,ANGLE PARK
Daisy,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Fawn,F,N,ANGLE PARK
Lovely,Non-Standard - Not desexed/microchipped,Maltese,Tan,F,N,MANSFIELD PARK
Buttin,Non-Standard - Not desexed/microchipped,Pug,Sandy,F,N,MANSFIELD PARK
Khan,Non-Standard - Pension,Shar Pei,Grey,M,N,MANSFIELD PARK
Bella,Standard - Both desexed & microchipped,Australian Kelpie,Tan,F,Y,MANSFIELD PARK
Myah,Standard - Both desexed & microchipped,Siberian Husky,White,F,Y,MANSFIELD PARK
Vinny,Non-Standard - Not desexed/microchipped,Pomeranian,Brown,M,N,MANSFIELD PARK
Scamp,Standard - Pension,Shih Tzu,White,M,Y,MANSFIELD PARK
Ellie,Standard - Pension,Jack Russell Terrier,Brown,F,Y,MANSFIELD PARK
Rex,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Tan,M,Y,MANSFIELD PARK
Lucky,Non-Standard - Concession,Chihuahua,Tan,M,N,MANSFIELD PARK
Fata,Non-Standard - Pension,Chihuahua,Cream,F,N,MANSFIELD PARK
 Coca,Non-Standard - Pension,Chihuahua,Cream,M,N,MANSFIELD PARK
Rex,Non-Standard - Concession,Maltese,Brown,M,N,MANSFIELD PARK
Mercedes,Standard - Pension,Maltese,Black,M,Y,MANSFIELD PARK
Hugo,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,MANSFIELD PARK
Oscar,Non-Standard - Pension,Maltese,Brown,M,N,MANSFIELD PARK
Kiki,Non-Standard - Pension,Chihuahua,Black,F,N,MANSFIELD PARK
Sandy,Non-Standard - Not desexed/microchipped,Chihuahua,Orange,F,N,MANSFIELD PARK
Mandy,Non-Standard - Not desexed/microchipped,Chihuahua,Grey,F,N,MANSFIELD PARK
Lucky,Non-Standard - Pension,Terrier,White,F,N,MANSFIELD PARK
Snuggles,Standard - Both desexed & microchipped,Maltese,White,M,Y,MANSFIELD PARK
Roxy,Standard - Pension,Rottweiler,Tan,F,Y,MANSFIELD PARK
Cookie,Non-Standard - Pension,Miniature Pinscher,Black,F,Y,MANSFIELD PARK
Bella,Standard - Pension,Poodle (Toy),White,F,Y,MANSFIELD PARK
Nena,Standard - Pension,Shih Tzu,Caramel,F,Y,MANSFIELD PARK
Roxanne,Standard - Both desexed & microchipped,Terrier,Black,F,Y,MANSFIELD PARK
Mi La,Non-Standard - Not desexed/microchipped,Pomeranian,Black,M,N,MANSFIELD PARK
Nini,Non-Standard - Pension,Chihuahua,Brown,F,N,MANSFIELD PARK
Pickle,Standard - Both desexed & microchipped,Tenterfield Terrier,Tri Colour,F,Y,MANSFIELD PARK
Bobby,Non-Standard - Not desexed/microchipped,Chihuahua,Honey,M,N,MANSFIELD PARK
Bella,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,MANSFIELD PARK
bonnee,Standard - Both desexed & microchipped,Poodle (Toy),Brown,F,Y,MANSFIELD PARK
Bella,Standard - Concession,Pomeranian,Tan,F,Y,MANSFIELD PARK
jessie,Non-Standard - Pension,Australian Silky Terrier,Black,F,Y,MANSFIELD PARK
JACK,Standard - Pension,Jack Russell Terrier,White,M,Y,MANSFIELD PARK
Apollo,Non-Standard - Concession,Siberian Husky,Black,M,N,MANSFIELD PARK
Snow,Non-Standard - Concession,Siberian Husky,White,F,N,MANSFIELD PARK
Roxy,Standard - Both desexed & microchipped,Schnauzer (Miniature),Black,F,Y,MANSFIELD PARK
Paddy,Standard - Both desexed & microchipped,Terrier,Tri Colour,M,Y,MANSFIELD PARK
Missy,Standard - Both desexed & microchipped,German Shepherd Dog,Black,F,Y,MANSFIELD PARK
Biggie,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,White,M,N,MANSFIELD PARK
Ruce,Non-Standard - Concession,Staffordshire Bull Terrier,Brown,M,N,MANSFIELD PARK
Lachlan,Standard - Pension,Lakeland Terrier,Wheaten,M,Y,MANSFIELD PARK
Lucky,Standard - Pension,Poodle (Toy),White,M,Y,MANSFIELD PARK
Jet,Standard - Pension,Pug,Black,M,Y,MANSFIELD PARK
Maxi,Non-Standard - Pension,Cavalier King Charles Spaniel,Unknown,M,Y,MANSFIELD PARK
Mimi,Non-Standard - Pension,Cavalier King Charles Spaniel,Blenheim,F,Y,MANSFIELD PARK
Eli,Non-Standard - Not desexed/microchipped,Beagle,Tan,M,N,MANSFIELD PARK
Sally,Standard - Pension,Terrier,Black,F,Y,MANSFIELD PARK
Smokie,Non-Standard - Pension,Australian Cattle Dog,Unknown,M,N,MANSFIELD PARK
Willow,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,F,Y,MANSFIELD PARK
Chomper,Non-Standard - Pension,Staffordshire Bull Terrier,Brown,M,N,MANSFIELD PARK
Molly,Standard - Both desexed & microchipped,Borzoi,Black,F,Y,MANSFIELD PARK
Daisy,Standard - Both desexed & microchipped,German Coolie,Tan,F,Y,MANSFIELD PARK
Lizzy,Standard - Pension,Terrier,White,F,Y,MANSFIELD PARK
Lilly,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Tan,F,N,MANSFIELD PARK
Lilly,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Tan,F,N,MANSFIELD PARK
Red,Non-Standard - Not desexed/microchipped,Australian Kelpie,Red,M,N,MANSFIELD PARK
Latte,Non-Standard - Not desexed/microchipped,Labrador Retriever,Yellow,F,N,MANSFIELD PARK
Buddy,Non-Standard - Not desexed/microchipped,Whippet,Gold,M,N,MANSFIELD PARK
Halo,Standard - Both desexed & microchipped,American Staffordshire Terrier,Tan,F,Y,MANSFIELD PARK
Gnasha,Standard - Both desexed & microchipped,American Staffordshire Terrier,Brown,M,Y,MANSFIELD PARK
Lucy,Standard - Both desexed & microchipped,Belgian Shepherd Dog (Malinois),White,F,Y,MANSFIELD PARK
Lyric,Standard - Both desexed & microchipped,American Staffordshire Terrier,Tan,F,Y,MANSFIELD PARK
Roney,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brindle,M,N,MANSFIELD PARK
Boxx,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,M,Y,MANSFIELD PARK
Jay - Jay,Non-Standard - Pension,Jack Russell Terrier,White,M,N,MANSFIELD PARK
Kelly,Standard - Concession,Australian Kelpie,Red,F,Y,MANSFIELD PARK
Holly,Non-Standard - Pension,Labrador Retriever,Gold,F,N,MANSFIELD PARK
Bindy,Non-Standard - Pension,Maltese,White,F,N,MANSFIELD PARK
Peppy,Standard - Pension,Terrier,Brown,M,Y,MANSFIELD PARK
Zoey,Standard - Pension,Bull Terrier,Black,F,Y,MANSFIELD PARK
Molly,Non-Standard - Concession,Poodle (Toy),Beige,F,N,MANSFIELD PARK
Xena,Non-Standard - Not desexed/microchipped,Bull Terrier,Brindle,F,N,MANSFIELD PARK
Jess,Non-Standard - Not desexed/microchipped,Rottweiler,Black,F,N,MANSFIELD PARK
Russell,Non-Standard - Pension,Jack Russell Terrier,White,M,N,MANSFIELD PARK
Litte Mr Baby Happy,Non-Standard - Not desexed/microchipped,Pomeranian,Tan,M,N,MANSFIELD PARK
Lucky,Non-Standard - Pension,Jack Russell Terrier,Tri Colour,M,Y,MANSFIELD PARK
Teddy,Standard - Pension,Lhasa Apso,Brown,M,Y,MANSFIELD PARK
Quinnie,Standard - Pension,Maltese,Tan,F,Y,MANSFIELD PARK
Luna Black,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,F,N,MANSFIELD PARK
Juggernaut,Standard - Concession,American Staffordshire Terrier,Tan,M,Y,MANSFIELD PARK
Bella,Standard - Pension,Greyhound,Blue,F,Y,MANSFIELD PARK
KING,Non-Standard - Not desexed/microchipped,Schipperke,Black,M,N,MANSFIELD PARK
Polly,Non-Standard - Pension,Pomeranian,Brown,F,N,MANSFIELD PARK
Penny,Standard - Pension,Hungarian Vizsla,Tan,F,Y,MANSFIELD PARK
Crystal Dennes,Standard - Pension,Hungarian Vizsla,Tan,F,Y,MANSFIELD PARK
Bogart,Standard - Pension,Labrador Retriever,White,M,Y,MANSFIELD PARK
Calamity,Standard - Pension,Border Collie,White,F,Y,MANSFIELD PARK
Buddy,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,MANSFIELD PARK
Maddox,Standard - Both desexed & microchipped,German Shepherd Dog,Black,M,Y,MANSFIELD PARK
Rexy,Non-Standard - Pension,Chihuahua,Brown,M,N,MANSFIELD PARK
Zeus,Standard - Both desexed & microchipped,Rottweiler,Black,M,Y,MANSFIELD PARK
Poki,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,Black,F,N,MANSFIELD PARK
Bob,Non-Standard - Concession,Maltese,White,M,N,MANSFIELD PARK
Bella,Standard - Pension,Maltese,Cream,F,Y,MANSFIELD PARK
Panda,Non-Standard - Concession,Siberian Husky,Black,M,N,MANSFIELD PARK
Savvy,Non-Standard - Concession,American Staffordshire Terrier,Tan,F,Y,MANSFIELD PARK
Sushi,Standard - Pension,Maltese,Cream,M,Y,MANSFIELD PARK
Sissy,Non-Standard - Pension,Pomeranian,White,F,N,MANSFIELD PARK
Lucky,Non-Standard - Pension,Chihuahua,White,M,N,MANSFIELD PARK
Cookie,Non-Standard - Not desexed/microchipped,Poodle (Toy),Tri Colour,M,N,MANSFIELD PARK
Coco,Non-Standard - Concession,Labrador Retriever,Chocolate,F,N,MANSFIELD PARK
Bonnie,Standard - Pension,German Shepherd Dog (Long Stock Coat),Black,F,Y,MANSFIELD PARK
Tina,Non-Standard - Pension,Pomeranian,Yellow,F,N,MANSFIELD PARK
Bam Bi,Non-Standard - Pension,German Shepherd Dog,Black,F,N,MANSFIELD PARK
Co Co,Non-Standard - Pension,Chihuahua,Gold,F,N,MANSFIELD PARK
Tina,Non-Standard - Pension,Shih Tzu,Brown,F,Y,MANSFIELD PARK
Dino,Non-Standard - Pension,Siberian Husky,Fawn,M,Y,MANSFIELD PARK
Bebe,Standard - Pension,Maltese,White,M,Y,MANSFIELD PARK
Lulu,Non-Standard - Concession,Pekingese,Brindle,M,N,MANSFIELD PARK
Eevee,Non-Standard - Not desexed/microchipped,Cavalier King Charles Spaniel,Unknown,F,N,MANSFIELD PARK
Lolly,Non-Standard - Pension,Chihuahua,Yellow,F,N,MANSFIELD PARK
Ami,Non-Standard - Concession,Cross Breed,Brindle,F,N,MANSFIELD PARK
Bi,Non-Standard - Concession,Chihuahua,White,M,N,MANSFIELD PARK
Jessie,Standard - Pension,Australian Kelpie,Black,F,Y,MANSFIELD PARK
lucky,Non-Standard - Concession,Maltese,White,M,N,MANSFIELD PARK
Bagheera,Non-Standard - Pension,Pomeranian,Orange,M,Y,MANSFIELD PARK
Marty,Non-Standard - Pension,Terrier,White,M,N,MANSFIELD PARK
Raffity,Standard - Pension,Tenterfield Terrier,White,M,Y,MANSFIELD PARK
Halley,Standard - Pension,Chihuahua,Black,F,Y,MANSFIELD PARK
Toby,Non-Standard - Pension,Jack Russell Terrier,Tan,M,Y,MANSFIELD PARK
Bella,Standard - Pension,Poodle (Toy),Cream,F,Y,MANSFIELD PARK
Pip,Standard - Pension,Maltese,Black,M,Y,MANSFIELD PARK
Casey,Non-Standard - Pension,Maltese,White,F,Y,MANSFIELD PARK
Tina,Standard - Pension,Chihuahua,White,F,Y,MANSFIELD PARK
Rumbo,Non-Standard - Pension,Australian Kelpie,Black,M,Y,MANSFIELD PARK
Almond,Standard - Both desexed & microchipped,Maltese,White,M,Y,MANSFIELD PARK
Roxy,Non-Standard - Not desexed/microchipped,Rhodesian Ridgeback,Brown,F,N,MANSFIELD PARK
Zoots,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brown,M,N,MANSFIELD PARK
